id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11576,Casai Roma | 2BR | Roomy Flat,276377520,Casai,,CuauhtÈmoc,19.41633,-99.15931,Entire home/apt,1799,1,54,24/12/2022,2.24,54,259,31,
11577,"Charming apartment in trendy Condesa, Mexico City",163866440,Patricia,,CuauhtÈmoc,19.41687,-99.17294,Entire home/apt,1880,2,4,21/11/2022,0.23,2,32,1,
11578,Precioso departamento en la Roma Sur,313894740,Guillermina,,CuauhtÈmoc,19.40519,-99.16572,Entire home/apt,2000,3,13,21/11/2022,0.57,2,326,8,
11579,Casai Roma | 1BR | Cozy Escape,276377520,Casai,,CuauhtÈmoc,19.41786,-99.15726,Entire home/apt,914,1,67,19/12/2022,2.82,54,250,37,
11580,ESTANCIA EN EXCELENTE UBICACION.,335168400,Ana Leticia,,Iztacalco,19.40272,-99.1128,Entire home/apt,2419,2,15,21/11/2022,0.72,3,90,6,
11581,ROOM for rent - Contemporary flat- CONDESA,52517534,Xavier,,CuauhtÈmoc,19.40553,-99.17073,Private room,776,2,0,,,3,218,0,
11582,ROOM for RENT- Contemporary- In the heart CONDESA,52517534,Xavier,,CuauhtÈmoc,19.40586,-99.16898,Private room,776,2,1,02/01/2021,0.04,3,219,0,
11583,Amplia habitaci√≥n @ Reforma,88365870,Anya,,CuauhtÈmoc,19.42178,-99.17256,Private room,441,1,59,07/12/2022,2.4,24,0,28,
11584,habitacion mex. style 2 camas,88365870,Anya,,CuauhtÈmoc,19.42162,-99.17228,Private room,391,1,27,10/11/2022,1.32,24,0,26,
11585,"Recamara con ba√±o, aislada, confortable, c√°lida.",54369800,Claudia,,CuauhtÈmoc,19.44982,-99.15884,Private room,500,3,5,17/06/2022,0.21,1,365,2,
11586,"Habitaci√≥n Privada, Roma Norte Centro",122727267,Fanny,,CuauhtÈmoc,19.41871,-99.17694,Private room,320,10,42,11/12/2022,1.79,1,75,28,
11587,Private Room,207240505,Luis,,CuauhtÈmoc,19.46008,-99.14641,Private room,299,7,2,30/06/2021,0.1,81,365,0,
11588,Independiente y hogare√±o loft compacto a $3950,272113606,Albertina,,Venustiano Carranza,19.45254,-99.11265,Entire home/apt,199,365,0,,,2,365,0,
11589,Amazing view on the best area in Mexico City,141961143,Almudena,,Miguel Hidalgo,19.44092,-99.18386,Entire home/apt,1261,2,6,01/12/2022,0.32,2,332,5,
11590,Single and shared rooms near downtown.,207240505,Luis,,CuauhtÈmoc,19.46145,-99.14823,Shared room,199,28,1,15/06/2021,0.05,81,365,0,
11591,Rosa Chilango,308622846,Claudia Anel,,Coyoac·n,19.34347663,-99.17473974,Entire home/apt,1400,2,20,17/12/2022,4.08,1,332,20,
11592,AMPLIO Y MODERNO A LADO DE PLAZA ANTARA POLANCO,104400812,Ma Fernanda,,Miguel Hidalgo,19.442327,-99.201653,Entire home/apt,1690,1,91,29/12/2022,3.93,13,254,39,
11593,Sim√≥n Bol√≠var # 18 centro CDMX.,101077277,Centro Hist√≥rico De La Ciudad De,,CuauhtÈmoc,19.43504,-99.13711,Entire home/apt,987,2,102,13/12/2022,4.54,9,321,61,
11594,Casa Alondra aeropuerto,214105274,Alondra,,Venustiano Carranza,19.42153,-99.10006,Entire home/apt,775,1,249,16/12/2022,10.57,1,331,127,
11595,‚òÖLovely & Bright WFH in Lively Area | Long Stays‚òÖ,19753224,Javier,,CuauhtÈmoc,19.42551,-99.16678,Entire home/apt,1386,1,44,10/12/2022,1.84,21,50,27,
11596,"Habitaci√≥n en PH con ba√±o privado,cerca de Polanco",64847404,Tavo,,Miguel Hidalgo,19.45178,-99.19876,Private room,375,5,6,30/11/2021,0.29,5,179,0,
11597,Bedroom Plus #3 <Polanco> Private bathroom,61030249,Pablo,,Miguel Hidalgo,19.432573,-99.190903,Private room,476,1,99,25/11/2022,4.24,25,10,56,
11598,Habitaci√≥n Kat del valle,101814962,Katy,,Benito Ju·rez,19.393864,-99.170387,Private room,1111,3,0,,,4,90,0,
11599,DEPARTAMENTO NO DISPONIBLE-APARTMENT NOT AVAILABLE,117685609,X,,Venustiano Carranza,19.43259,-99.10728,Entire home/apt,590,1,7,24/10/2021,0.37,1,89,0,
11600,"loft en Sta Fe, frente a la mexicana #0773",368595849,Claudia,,Cuajimalpa de Morelos,19.35593,-99.27514,Entire home/apt,900,5,16,01/10/2022,0.74,63,314,8,
11601,Habitaci√≥n Rivera,121149645,Iv√°n,,Iztapalapa,19.35173,-99.06708,Private room,3000,1,0,,,1,365,0,
11602,Loft peque√±o con cocineta a pasos de  Reforma,87544364,Antonio,,CuauhtÈmoc,19.43401,-99.15273,Entire home/apt,455,1,26,12/12/2022,1.07,10,272,16,
11603,Beautiful apartment in the heart of downtown D6,271579778,Marlene,,CuauhtÈmoc,19.44086,-99.13363,Entire home/apt,583,2,71,03/12/2022,2.97,13,354,34,
11604,Suite #1 <Polanco> Private living room & bathroom,61030249,Pablo,,Miguel Hidalgo,19.432573,-99.190903,Private room,547,1,83,15/12/2022,3.53,25,10,27,
11605,"Modern Apartment with Coworking, GYM and Garden",27449159,Capitalia,,Cuajimalpa de Morelos,19.3625103,-99.2848525,Entire home/apt,1340,2,6,28/11/2022,0.33,69,332,3,
11606,Pent House Apartement in Coyoacan,69886882,Ana Luisa,,Coyoac·n,19.34937,-99.14938,Entire home/apt,627,14,9,02/04/2022,0.39,6,57,1,
11607,Luxurious Apartment + with a massage room!!,241327887,Kristofer,,Benito Ju·rez,19.38545,-99.18198,Entire home/apt,1286,1,49,18/12/2022,2.01,21,272,35,
11608,Trendy 2 Bedroom Apartment with ROOFTOP !!!,241327887,Kristofer,,Benito Ju·rez,19.38543,-99.1804,Entire home/apt,800,1,23,01/10/2021,0.95,21,272,0,
11609,"loft en Sta Fe, frente a la mexicana #0827",368595849,Claudia,,Cuajimalpa de Morelos,19.35593,-99.27514,Entire home/apt,901,5,13,13/12/2022,0.62,63,347,11,
11610,A4-Habitaci√≥n a una cuadra del Aeropuerto CDMX T1,361986239,Gerardo Rodrigo,,Venustiano Carranza,19.43918,-99.07963,Private room,349,1,317,14/12/2022,13.43,4,79,160,
11611,Women Room,207240505,Luis,,CuauhtÈmoc,19.45973,-99.14685,Private room,199,7,0,,,81,365,0,
11612,"loft en Sta Fe, frente a la mexicana #06D1",368595849,Claudia,,Cuajimalpa de Morelos,19.35593,-99.27514,Entire home/apt,900,5,5,06/12/2021,0.26,63,0,0,
11613,"loft en Sta Fe, frente a la mexicana #0921",368595849,Claudia,,Cuajimalpa de Morelos,19.35593,-99.27514,Entire home/apt,900,5,3,27/08/2021,0.16,63,364,0,
11614,Excepcional D301,237886628,Marilupe,,CuauhtÈmoc,19.43603,-99.13044,Entire home/apt,807,2,52,19/12/2022,2.19,3,313,35,
11615,"DEPTO CON EXCELENTE UBICACION, VISTA AL EXTERIOR",372932329,Cesar,,Benito Ju·rez,19.37775,-99.14909,Entire home/apt,523,1,10,27/11/2022,0.46,2,71,9,
11616,Beautiful apartment in the heart of downtown D7,271579778,Marlene,,CuauhtÈmoc,19.44089,-99.1333,Entire home/apt,611,2,54,22/12/2022,2.23,13,350,29,
11617,Beautiful apartment in the heart of downtown D13,271579778,Marlene,,CuauhtÈmoc,19.43879,-99.13348,Entire home/apt,587,2,82,23/12/2022,3.46,13,328,51,
11618,Hermoso departamento al sur de la ciudad,263046194,Diego,,Tlalpan,19.30028,-99.12122,Entire home/apt,960,3,35,19/12/2022,1.72,2,365,20,
11619,Artistic Apartment  heart of Colonia Roma Norte,381465039,Tavo,,CuauhtÈmoc,19.41983,-99.16572,Entire home/apt,800,1,46,11/12/2022,1.95,1,165,17,
11620,Beautiful apartment in the heart of downtown D20,271579778,Marlene,,CuauhtÈmoc,19.44023,-99.1351,Entire home/apt,603,2,45,06/12/2022,2.08,13,352,26,
11621,Tu depa en CDMX,59008362,Rodrigo,,Iztapalapa,19.36433,-99.13611,Entire home/apt,1400,2,8,04/12/2022,0.42,4,319,6,
11622,"Estilo ""mexican chic"", cerca del WTC y la Condesa",49032822,Martha,,Benito Ju·rez,19.3909,-99.18319,Entire home/apt,1500,5,14,14/12/2022,0.67,1,276,7,
11623,SUITE NUEVA A 3 MIN DE BELLAS ARTES,114030490,Vicino Alojamientos,,CuauhtÈmoc,19.43142,-99.1431,Entire home/apt,627,2,89,13/12/2022,3.79,18,343,55,
11624,Awesome in the heart of Downtown JS D303,271579778,Marlene,,CuauhtÈmoc,19.43478,-99.12797,Entire home/apt,719,2,63,05/12/2022,2.68,13,355,36,
11625,Loft con muy buena ubicaci√≥n y mucho estilo,213816043,Gabriel,,Benito Ju·rez,19.38874,-99.16788,Entire home/apt,915,2,5,01/12/2022,0.22,1,243,1,
11626,muy iluminada rec√°mara en Col del Valle,385248751,Judith,,Benito Ju·rez,19.37459,-99.15966,Private room,300,14,0,,,1,365,0,
11627,Hermoso Departamento en Polanco Nuevo,153045190,Judith,,Miguel Hidalgo,19.4315,-99.20392,Entire home/apt,5245,4,22,31/10/2022,1.1,4,180,11,
11628,Aposento Condesa A03,61267850,Jonathan,,CuauhtÈmoc,19.41187,-99.17569,Private room,2650,2,34,18/12/2022,1.68,5,144,23,
11629,Aposento Condesa A02,61267850,Jonathan,,CuauhtÈmoc,19.41329,-99.17685,Private room,2850,2,71,05/12/2022,3.42,5,131,41,
11630,Habitaci√≥n para una persona en Roma Norte - H1,3919211,V√≠ctor,,CuauhtÈmoc,19.41992,-99.15812,Private room,200,14,3,20/06/2022,0.21,50,0,2,
11631,Aposento Condesa A04,61267850,Jonathan,,CuauhtÈmoc,19.41155,-99.17567,Private room,2100,2,46,25/11/2022,2.22,5,135,26,
11632,Aposento Condesa A05,61267850,Jonathan,,CuauhtÈmoc,19.41171,-99.17735,Private room,2100,2,21,03/12/2022,1.85,5,155,21,
11633,Habitaci√≥n zona hospitales Tlalpan,385256619,Francisco,,Tlalpan,19.29156,-99.15516,Private room,5600,30,0,,,1,365,0,
11634,La Caba√±a del trueno,391875729,Mercedes,,¡lvaro ObregÛn,19.31779,-99.29795,Entire home/apt,5382,1,59,07/11/2022,2.67,1,361,18,
11635,"5th floor, 2 bedrooms. 1 block away Angel Indep.",385277894,Ana,,CuauhtÈmoc,19.42692,-99.16824,Entire home/apt,1916,2,27,21/11/2022,1.51,3,365,20,
11636,Habitaci√≥n Privada en zona segura,383673864,Gabriela,,Coyoac·n,19.32918,-99.14153,Private room,400,2,13,07/05/2022,0.56,1,331,2,
11637,Top Floor Apartment with a Balcony in Polanco,10616477,Rosario,,Miguel Hidalgo,19.43624,-99.18879,Entire home/apt,1902,1,35,14/12/2022,1.76,3,298,26,
11638,"casa con hab. en 1er piso, iluminada. Roma Sur",200135679,Ana,,CuauhtÈmoc,19.40448,-99.15584,Private room,400,1,7,31/08/2022,0.29,1,364,3,
11639,Cercano a Ctro. Comercial Sta Fe Hospitales y Univ,381688248,Jose Humberto,,Cuajimalpa de Morelos,19.36055,-99.28704,Entire home/apt,690,1,36,19/12/2022,1.55,1,320,13,
11640,Apartment with good location,129164779,Anna,,Benito Ju·rez,19.38895,-99.13681,Entire home/apt,659,1,1,14/08/2021,0.06,5,365,0,
11641,"Great location, sunny apartment with balcony",23382111,Gerardo,,CuauhtÈmoc,19.42039,-99.15286,Entire home/apt,1104,1,24,19/12/2022,1.05,25,295,15,
11642,Sensational Urban Oasis: Pool-Gym-Spa,385282234,Norma Lilia,,Miguel Hidalgo,19.43964,-99.19951,Entire home/apt,4500,2,4,03/11/2022,0.18,6,350,1,
11643,Hermoso departamento con oficina y 2 ba√±os,50914071,Ixchell,,¡lvaro ObregÛn,19.33806,-99.23568,Entire home/apt,2390,3,4,24/08/2022,0.17,1,178,2,
11644,Linda habitaci√≥n en Valle Sur,181383331,Aiqing,,Benito Ju·rez,19.37347,-99.16892,Private room,458,1,39,09/08/2021,1.66,6,52,0,
11645,Departamente totalmente equipado SAN ANGEL,181188330,Xenia,,¡lvaro ObregÛn,19.34701,-99.21206,Entire home/apt,1200,1,0,,,1,89,0,
11646,Habitaci√≥n privada con terraza en Cuajimalpa,93077650,Andrea,,Cuajimalpa de Morelos,19.35441,-99.30564,Private room,1069,1,0,,,1,88,0,
11647,RESIDENCE XOCHIMILCO CDMX,180725654,Residence Las Trojes Cdmx,,Xochimilco,19.27257,-99.12609,Entire home/apt,1394,1,17,05/06/2022,0.72,8,0,5,
11648,‚òÖ Modern Suite | ‚ô• of Roma Norte. Self-check-in,24749725,Rodolfo,,CuauhtÈmoc,19.41945,-99.15813,Entire home/apt,2501,2,7,27/11/2022,0.39,4,81,4,
11649,Xochimilco Hermosa Casa Jard√≠n cerca de Trajineras,145215359,Jose,,Xochimilco,19.24538,-99.09693,Entire home/apt,680,1,4,23/01/2021,0.17,3,211,0,
11650,"Delta 401  Penthouse espacioso, c√≥modo y ubicaci√≥n",86389269,Alfonso,,Benito Ju·rez,19.36187,-99.15894,Entire home/apt,681,2,21,07/12/2022,0.91,1,345,10,
11651,Room for 1 or 2 people in a nice apartment,317089444,Carlos,,Iztapalapa,19.31584,-99.0929,Private room,220,2,9,20/12/2022,0.53,2,360,6,
11652,4A_Capitana‚úà5minApto-SalaArmas-ForoSol-PalacioDep,142318709,Jorge Y Gonzalo,,Venustiano Carranza,19.41447,-99.084,Entire home/apt,427,2,11,25/11/2022,0.51,8,35,3,
11653,C√≥modo departamento en la Col. Centro de la CDMX,121130213,Luz Esperanza,,CuauhtÈmoc,19.42368,-99.14216,Entire home/apt,627,4,23,28/11/2022,0.99,2,285,12,
11654,‚òÖ Modern Suite | ‚ô• of Roma Norte. Self-check-in,24749725,Rodolfo,,CuauhtÈmoc,19.41945,-99.15813,Entire home/apt,1542,2,61,16/12/2022,2.61,4,74,35,
11655,Gorgeous Full House in the best area in CDMX,222454085,Juan Carlos,,Miguel Hidalgo,19.42643,-99.20758,Entire home/apt,5043,2,24,25/11/2022,1.03,1,48,12,
11656,CONDESA M√ÅGICO Y BELLO,45855666,Rony0007rgc,,Miguel Hidalgo,19.41343,-99.18116,Private room,248,2,33,01/05/2022,1.54,1,243,6,
11657,Jard√≠n 3 calles de Reforma.,330425182,Gabriela,,CuauhtÈmoc,19.43406,-99.16031,Private room,416,3,3,05/11/2021,0.14,3,364,0,
11658,Apartamento privado al sur de la ciudad,212455707,Carlos Daniel,,Xochimilco,19.26513,-99.13315,Entire home/apt,220,2,1,01/08/2022,0.2,2,4,1,
11659,"depa en Sta Fe, frente a la mexicana #0807",368595849,Claudia,,Cuajimalpa de Morelos,19.35593,-99.27514,Entire home/apt,1246,5,13,17/08/2022,0.65,63,355,6,
11660,Beautiful apartment in the heart of downtown D23,271579778,Marlene,,CuauhtÈmoc,19.44062,-99.13446,Entire home/apt,611,2,49,11/12/2022,2.16,13,349,26,
11661,Luxury Condo *HOME OFFICE - HIGH SPEED WIFI*,41963013,Hector,,¡lvaro ObregÛn,19.379114,-99.253975,Entire home/apt,861,2,58,22/12/2022,2.68,46,287,40,
11662,"Encantador departamento en cdmx, ¬°sobre circuito!",307271506,Abrahan,,Azcapotzalco,19.464128,-99.155624,Entire home/apt,1056,1,55,12/12/2022,2.88,2,174,44,
11663,‚òÖ Modern Suite | ‚ô• of Roma Norte. Self-check-in,396212403,Rodolfo,,CuauhtÈmoc,19.42042,-99.15845,Entire home/apt,1627,2,35,12/12/2022,1.52,2,83,28,
11664,Santa Fe HOME OFFICE W/ Amazing Amenities,41963013,Hector,,¡lvaro ObregÛn,19.38028,-99.25322,Entire home/apt,819,2,40,15/12/2022,2.08,46,318,20,
11665,‚òÖ Stay in the ‚ô• of Roma Norte. Self-check-in,24749725,Rodolfo,,CuauhtÈmoc,19.419447,-99.158134,Entire home/apt,1501,2,56,12/12/2022,2.56,4,90,29,
11666,Habitaciones zona c√©ntrica con ba√±o privado NUEVAS,100836152,Ivan,,CuauhtÈmoc,19.44575,-99.14203,Private room,857,2,3,04/02/2021,0.13,1,0,0,
11667,Unique 4BR apt with private rooftop in a calm st,161485756,CareGuest,,Benito Ju·rez,19.39747,-99.16534,Entire home/apt,6050,2,28,27/11/2022,1.2,4,175,15,
11668,"Depa a solo 10 min de Polanco, El mejor precio",141609402,Diego Paolo,,Miguel Hidalgo,19.45683,-99.21062,Entire home/apt,800,2,44,27/11/2022,2.01,2,89,23,
11669,‚òÖ Stay in the ‚ô• of Roma Norte. Self-check-in,396212403,Rodolfo,,CuauhtÈmoc,19.41945,-99.15813,Private room,1299,2,17,03/12/2022,1.03,2,180,11,
11670,departamento independiente con terraza,106758705,Laura Lilia,,Benito Ju·rez,19.39499,-99.14139,Entire home/apt,675,3,41,09/12/2022,1.76,6,322,21,
11671,Departamento Roma Norte sanitizado/ 2 individuales,2281290,Suites,,CuauhtÈmoc,19.4247,-99.16163,Entire home/apt,1747,1,10,13/07/2022,0.44,45,28,1,
11672,Loft de Lujo Privada  a 2 km de Santa Fe,291568948,Jos√© Luis,,¡lvaro ObregÛn,19.36507,-99.24184,Entire home/apt,510,5,2,05/03/2021,0.09,1,205,0,
11673,DEPARTAMENTO LOFT EN COYOACAN CERCA CU,383977913,Beatriz,,Coyoac·n,19.33484,-99.17725,Entire home/apt,490,15,17,06/12/2022,0.74,8,104,6,
11674,Beautiful 2 floors loft in the heart of CDMX,271579778,Marlene,,CuauhtÈmoc,19.43629,-99.13419,Entire home/apt,843,2,108,16/12/2022,4.58,13,205,63,
11675,Private bedroom & private bathroom in Roma Norte,43617765,Suzy,,CuauhtÈmoc,19.4114785,-99.1643187,Private room,720,1,5,23/12/2022,2.68,2,84,5,
11676,Concepto √∫nico en Santa Fe,55567268,Claudia Maria Rafaela,,¡lvaro ObregÛn,19.366602,-99.263855,Private room,500,3,9,18/06/2022,0.5,3,185,5,
11677,La casa de la Roma master bedroom,107475129,Alfredo,,CuauhtÈmoc,19.41038,-99.16347,Private room,450,4,7,24/08/2022,0.3,3,363,4,
11678,"depa en Sta Fe, frente a la mexicana #0929",368595849,Claudia,,Cuajimalpa de Morelos,19.35593,-99.27514,Entire home/apt,900,5,8,08/11/2022,0.37,63,322,3,
11679,Excellent location in Polanquito near Lincoln Park,228397232,Jorge,,Miguel Hidalgo,19.42923,-99.20325,Entire home/apt,1250,3,29,21/11/2022,1.41,3,363,18,
11680,"Casa en Coyoac·n, CDMX",229220616,Gaby,,Coyoac·n,19.34151,-99.14892,Entire home/apt,1500,2,7,18/01/2022,0.31,1,0,1,
11681,"depa en Sta Fe, frente a la mexicana #092B",368595849,Claudia,,Cuajimalpa de Morelos,19.35593,-99.27514,Entire home/apt,900,5,8,29/05/2022,0.39,63,360,6,
11682,"""Azul"" Photo Studio & Apartment .",69437860,Carlos,,Benito Ju·rez,19.39289,-99.17917,Entire home/apt,602,2,35,02/12/2022,1.49,2,343,26,
11683,"DESCUBRE LINDO DEPA EN REFORMA,MUY CERCA DEL √ÅNGEL",207442808,Marisela,,CuauhtÈmoc,19.43099,-99.16641,Entire home/apt,1250,2,37,04/12/2022,1.57,1,221,11,
11684,"Orqu√≠dea, Loft privado en Cdmx zona oriente.",237039434,Erick,,Iztapalapa,19.38165,-99.06213,Private room,499,3,34,21/11/2022,1.44,3,331,16,
11685,habitaci√≥n privada Harley amueblado zona oriente,237039434,Erick,,Iztapalapa,19.38252,-99.06239,Private room,307,3,32,11/11/2022,1.46,3,334,20,
11686,C√≥moda habitaci√≥n privada/Private room,249991372,Ana,,Benito Ju·rez,19.36262,-99.15545,Private room,500,2,9,27/11/2022,0.46,1,331,6,
11687,Boho PH en el coraz√≥n de la condesa,63619421,Ines,,CuauhtÈmoc,19.41159,-99.17745,Entire home/apt,4200,1,18,23/11/2022,1.12,1,359,12,
11688,"Apartment with great location, amenities, security",25369438,Fernando,,Benito Ju·rez,19.38517,-99.1907,Entire home/apt,1000,2,20,12/11/2022,0.87,1,175,8,
11689,Departamento a 5 minutos de la Embajada,365317802,Jessica,,CuauhtÈmoc,19.42911,-99.16883,Entire home/apt,1226,1,10,20/03/2022,0.43,6,360,1,
11690,Reforma Towers,90865641,Ivan,,CuauhtÈmoc,19.42412,-99.17597,Entire home/apt,921,5,34,14/12/2022,1.71,1,81,26,
11691,Bonito depa a unos pasos de Paseo de la Reforma,365317802,Jessica,,CuauhtÈmoc,19.42759,-99.1704,Entire home/apt,1226,1,22,09/01/2022,0.92,6,360,1,
11692,Depa cerca de Paseo de Reforma,365317802,Jessica,,CuauhtÈmoc,19.42707,-99.17032,Entire home/apt,1234,1,9,12/09/2021,0.38,6,360,0,
11693,"Beautiful 3 bedroom home, best area in Mexico City",382299692,Mariana,,Miguel Hidalgo,19.44076,-99.2092,Entire home/apt,1257,7,6,11/01/2022,0.29,1,307,1,
11694,Espacio M√°gico en La Roma Norte,40329773,Rodrigo,,CuauhtÈmoc,19.42059,-99.16423,Entire home/apt,4000,3,8,31/07/2022,0.36,1,95,3,
11695,Loft Boho en el Centro Hist√≥rico. Imperdible!,126106513,Flavia Y Mauricio,,CuauhtÈmoc,19.43799,-99.13961,Entire home/apt,976,1,123,16/12/2022,5.08,27,329,58,
11696,"Suite o Loft Nuevo en Coyoacan, peque√±o y precioso",14993422,Julian,,Coyoac·n,19.34261,-99.1524,Entire home/apt,690,4,1,08/04/2022,0.11,1,122,1,
11697,Rento cuarto peque√±o Col N√°poles cerca del WTC,267659249,Silvia,,Benito Ju·rez,19.39759,-99.17266,Private room,202,21,0,,,2,0,0,
11698,Lujoso Condo con Jard√≠n SenecaSTAR,95190297,Jorge,,Miguel Hidalgo,19.43397,-99.20142,Entire home/apt,2481,2,14,11/12/2022,0.65,2,57,6,
11699,Bonito Estudio/departamento en la Condesa,63230925,Gustavo,,CuauhtÈmoc,19.41643,-99.16713,Entire home/apt,872,28,6,07/11/2022,0.29,1,363,3,
11700,Si√©ntete en casa en CDMX,166445871,Danielle,,Miguel Hidalgo,19.43275,-99.19217,Entire home/apt,1500,2,22,19/12/2022,1.04,1,325,16,
11701,Habitaci√≥n Estudio  entrada independiente # 2,260712825,Alejandro,,Tlalpan,19.29431,-99.17017,Private room,299,1,4,26/02/2022,0.18,7,331,1,
11702,Habitaci√≥n Estudio entrada independiente # 5,260712825,Alejandro,,Tlalpan,19.29468,-99.16994,Private room,233,1,2,15/08/2022,0.1,7,272,1,
11703,Apartamento con terraza privada en Marina Park,27688182,Evelyn,,Miguel Hidalgo,19.45232,-99.18504,Entire home/apt,1100,2,5,06/03/2022,0.27,1,262,2,
11704,Alameda Apartment Centro Ciudad de M√©xico,251150365,Mara,,CuauhtÈmoc,19.43589,-99.14511,Entire home/apt,1142,1,3,04/01/2022,0.17,13,290,1,
11705,Loft con bonita terraza interior @Colonia Roma,85500663,Ana,,CuauhtÈmoc,19.4075,-99.16102,Entire home/apt,727,2,18,11/12/2022,0.8,4,335,17,
11706,Aeropuerto Foro Sol Palacio Deportes Metro CDMX F1,335168400,Ana Leticia,,Iztacalco,19.40529,-99.11461,Entire home/apt,1218,2,18,04/12/2022,0.9,3,88,14,
11707,Work & Relax | Spacious & Private at a 5‚òÖ Location,385520519,Yosef,,CuauhtÈmoc,19.41199,-99.17561,Private room,776,1,54,13/12/2022,2.3,11,337,24,
11708,El estanciero. Turistas y extranjer@s }:‚Äë),384172853,Mauricio,,Coyoac·n,19.35001,-99.14207,Private room,450,30,0,,,1,365,0,
11709,Shabby Juarez,78617773,Carlos,,CuauhtÈmoc,19.42986,-99.1537,Entire home/apt,11645,5,0,,,1,173,0,
11710,Apartment downtown City M√©xico Amazing,251150365,Mara,,CuauhtÈmoc,19.434715,-99.144608,Entire home/apt,942,1,107,27/11/2022,4.51,13,1,52,
11711,"Cornerview near El Angel - Bright, Warm  & Cozy",19753224,Javier,,CuauhtÈmoc,19.42554,-99.16454,Entire home/apt,1456,1,74,12/12/2022,3.05,21,41,27,
11712,Chic & sunny house w/ terrace in colonial Coyoacan,76304,Cata,,Coyoac·n,19.34827,-99.1736,Entire home/apt,1703,4,3,07/11/2022,0.15,2,5,1,
11713,"Comfortable, iluminado, cerca Aeropuerto&Z√≥calo",346496026,Carolina,,CuauhtÈmoc,19.40525,-99.13231,Entire home/apt,570,1,6,05/02/2021,0.25,1,0,0,
11714,Architecture Design -Workspace (205),87174743,Mara,,Miguel Hidalgo,19.40894,-99.19203,Entire home/apt,910,1,106,12/12/2022,4.73,7,168,53,
11715,Depa CDMX amueblado,369950387,Juan Carlos,,Venustiano Carranza,19.41783,-99.0871,Entire home/apt,499,5,36,13/12/2022,1.61,2,335,21,
11716,"Seguro, limpio y c√≥modo caminando del Aeropuerto.",251341267,Antonio,,Venustiano Carranza,19.43523,-99.08612,Entire home/apt,717,1,110,07/12/2022,5.18,2,354,70,
