id,neighbourhood,room_type,price,minimum_nights,minimum_price
10514,Cuauhtémoc,Entire home/apt,1371,1,1371
10515,Álvaro Obregón,Private room,246,180,44280
10516,Cuauhtémoc,Entire home/apt,1300,1,1300
10517,Miguel Hidalgo,Entire home/apt,1243,1,1243
10518,Tlalpan,Private room,350,1,350
10519,Coyoacán,Private room,350,2,700
10520,Cuauhtémoc,Entire home/apt,1463,1,1463
10521,La Magdalena Contreras,Entire home/apt,1000,365,365000
10522,Coyoacán,Private room,296,1,296
10523,Cuauhtémoc,Entire home/apt,887,2,1774
10524,Iztacalco,Private room,500,1,500
10525,Cuauhtémoc,Entire home/apt,385,2,770
10526,Cuauhtémoc,Entire home/apt,943,1,943
10527,Benito Juárez,Entire home/apt,949,1,949
10528,Benito Juárez,Private room,349,1,349
10529,Cuauhtémoc,Entire home/apt,1006,1,1006
10530,Tlalpan,Entire home/apt,2500,1,2500
10531,Cuauhtémoc,Entire home/apt,813,3,2439
10532,Tláhuac,Private room,505,2,1010
10533,Tláhuac,Private room,364,2,728
10534,Cuauhtémoc,Entire home/apt,936,1,936
10535,Benito Juárez,Entire home/apt,1037,5,5185
10536,Cuauhtémoc,Entire home/apt,1646,1,1646
10537,Cuauhtémoc,Entire home/apt,1997,1,1997
10538,Tlalpan,Entire home/apt,1328,15,19920
10539,Coyoacán,Entire home/apt,1771,1,1771
10540,Álvaro Obregón,Entire home/apt,1200,6,7200
10541,Cuauhtémoc,Private room,1163,1,1163
10542,Cuauhtémoc,Private room,900,1,900
10543,Cuauhtémoc,Private room,285,1,285
10544,Cuauhtémoc,Entire home/apt,1425,1,1425
10545,Cuauhtémoc,Entire home/apt,1329,2,2658
10546,Benito Juárez,Entire home/apt,1244,1,1244
10547,Tlalpan,Entire home/apt,1500,1,1500
10548,Cuauhtémoc,Entire home/apt,1342,1,1342
10549,Gustavo A. Madero,Entire home/apt,1000,3,3000
10550,Álvaro Obregón,Entire home/apt,750,2,1500
10551,Miguel Hidalgo,Private room,1800,1,1800
10552,Cuauhtémoc,Entire home/apt,1696,1,1696
10553,Cuauhtémoc,Entire home/apt,1400,1,1400
10554,Cuauhtémoc,Entire home/apt,1342,1,1342
10555,Benito Juárez,Entire home/apt,1781,1,1781
10556,Benito Juárez,Entire home/apt,1210,1,1210
10557,Tlalpan,Entire home/apt,300,2,600
10558,Cuauhtémoc,Entire home/apt,8781,2,17562
10559,Benito Juárez,Entire home/apt,1210,1,1210
10560,Benito Juárez,Private room,900,1,900
10561,Benito Juárez,Entire home/apt,1246,1,1246
10562,Benito Juárez,Entire home/apt,1351,1,1351
10563,Cuauhtémoc,Private room,950,1,950
10564,Cuauhtémoc,Entire home/apt,2777,3,8331
10565,Benito Juárez,Entire home/apt,1243,1,1243
10566,Miguel Hidalgo,Entire home/apt,2982,2,5964
10567,Cuauhtémoc,Entire home/apt,873,2,1746
10568,Cuauhtémoc,Private room,950,1,950
10569,Cuauhtémoc,Private room,950,1,950
10570,Cuajimalpa de Morelos,Entire home/apt,950,5,4750
10571,Coyoacán,Private room,1103,1,1103
10572,Cuauhtémoc,Entire home/apt,1466,1,1466
10573,Cuauhtémoc,Entire home/apt,558,1,558
10574,Benito Juárez,Entire home/apt,912,1,912
10575,Cuauhtémoc,Entire home/apt,1137,1,1137
10576,Álvaro Obregón,Entire home/apt,1371,2,2742
10577,Cuauhtémoc,Private room,1475,1,1475
10578,Cuauhtémoc,Entire home/apt,1694,3,5082
10579,Coyoacán,Entire home/apt,1800,4,7200
10580,Cuauhtémoc,Entire home/apt,1664,1,1664
10581,Cuauhtémoc,Entire home/apt,450,2,900
10582,Miguel Hidalgo,Entire home/apt,1666,1,1666
10583,Miguel Hidalgo,Entire home/apt,1666,1,1666
10584,Miguel Hidalgo,Entire home/apt,1680,1,1680
10585,Miguel Hidalgo,Entire home/apt,1680,1,1680
10586,Cuauhtémoc,Entire home/apt,916,1,916
10587,Cuauhtémoc,Entire home/apt,1357,1,1357
10588,Álvaro Obregón,Private room,220,7,1540
10589,Miguel Hidalgo,Entire home/apt,1657,1,1657
10590,Xochimilco,Entire home/apt,11646,1,11646
10591,Cuauhtémoc,Entire home/apt,1175,1,1175
10592,Cuauhtémoc,Entire home/apt,759,1,759
10593,Miguel Hidalgo,Entire home/apt,1680,1,1680
10594,Tlalpan,Shared room,800,1,800
10595,Miguel Hidalgo,Private room,350,30,10500
10596,Cuauhtémoc,Entire home/apt,1320,1,1320
10597,Cuauhtémoc,Entire home/apt,1440,1,1440
10598,Miguel Hidalgo,Entire home/apt,1743,1,1743
10599,Cuauhtémoc,Entire home/apt,977,1,977
10600,Cuauhtémoc,Private room,1522,1,1522
10601,Tlalpan,Private room,250,30,7500
10602,Miguel Hidalgo,Entire home/apt,874,7,6118
10603,Cuajimalpa de Morelos,Entire home/apt,1900,1,1900
10604,Cuauhtémoc,Private room,643,1,643
10605,Cuauhtémoc,Entire home/apt,1384,1,1384
10606,Xochimilco,Entire home/apt,9500,2,19000
10607,Cuauhtémoc,Entire home/apt,4360,1,4360
10608,Coyoacán,Private room,550,3,1650
10609,Cuauhtémoc,Shared room,212,28,5936
10610,Cuauhtémoc,Private room,218,15,3270
10611,Cuauhtémoc,Private room,693,1,693
10612,Venustiano Carranza,Entire home/apt,486,28,13608
10613,Cuauhtémoc,Entire home/apt,899,2,1798
10614,Cuauhtémoc,Private room,1740,1,1740
10615,Benito Juárez,Private room,410,2,820
10616,Tlalpan,Entire home/apt,750,30,22500
10617,Tlalpan,Private room,359,1,359
10618,Venustiano Carranza,Entire home/apt,3888,15,58320
10619,Benito Juárez,Private room,245,30,7350
10620,Tlalpan,Private room,225,30,6750
10621,Cuauhtémoc,Private room,1778,1,1778
10622,Cuauhtémoc,Entire home/apt,1400,2,2800
10623,Gustavo A. Madero,Private room,350,1,350
10624,Cuauhtémoc,Private room,529,1,529
10625,Cuauhtémoc,Entire home/apt,1774,2,3548
10626,Cuauhtémoc,Entire home/apt,1300,1,1300
10627,Cuauhtémoc,Entire home/apt,1466,1,1466
10628,Coyoacán,Entire home/apt,933,2,1866
10629,Cuauhtémoc,Entire home/apt,1099,1,1099
10630,Cuauhtémoc,Entire home/apt,1342,1,1342
10631,Tlalpan,Entire home/apt,950,1,950
10632,Benito Juárez,Entire home/apt,1300,5,6500
10633,Cuajimalpa de Morelos,Entire home/apt,1150,8,9200
10634,Cuauhtémoc,Entire home/apt,400,30,12000
10635,Cuauhtémoc,Entire home/apt,1100,2,2200
10636,Cuauhtémoc,Entire home/apt,881,1,881
10637,Benito Juárez,Entire home/apt,1037,28,29036
10638,Cuauhtémoc,Entire home/apt,1400,1,1400
10639,Benito Juárez,Entire home/apt,2040,2,4080
10640,Tlalpan,Private room,280,2,560
10641,Cuauhtémoc,Entire home/apt,1425,1,1425
10642,Benito Juárez,Entire home/apt,2500,2,5000
10643,Miguel Hidalgo,Private room,629,1,629
10644,Cuauhtémoc,Entire home/apt,3000,2,6000
10645,Cuauhtémoc,Private room,299,7,2093
10646,Cuauhtémoc,Private room,299,7,2093
10647,Miguel Hidalgo,Entire home/apt,1045,1,1045
10648,Cuajimalpa de Morelos,Private room,650,3,1950
10649,Cuajimalpa de Morelos,Private room,649,3,1947
10650,Cuauhtémoc,Private room,299,7,2093
10651,Cuauhtémoc,Private room,299,7,2093
10652,Cuauhtémoc,Entire home/apt,1045,1,1045
10653,Cuauhtémoc,Entire home/apt,1045,1,1045
10654,Benito Juárez,Entire home/apt,3000,5,15000
10655,Cuauhtémoc,Private room,250,1,250
10656,Cuauhtémoc,Entire home/apt,867,1,867
10657,Miguel Hidalgo,Entire home/apt,3300,1,3300
10658,Cuauhtémoc,Entire home/apt,1227,1,1227
10659,Cuauhtémoc,Entire home/apt,1226,1,1226
10660,Cuauhtémoc,Entire home/apt,1234,1,1234
10661,Cuauhtémoc,Entire home/apt,1234,1,1234
10662,Cuauhtémoc,Entire home/apt,1466,1,1466
10663,Cuauhtémoc,Entire home/apt,1466,1,1466
10664,Cuauhtémoc,Entire home/apt,1466,1,1466
10665,Cuauhtémoc,Entire home/apt,1466,1,1466
10666,Cuauhtémoc,Entire home/apt,868,3,2604
10667,Cuauhtémoc,Shared room,200,28,5600
10668,Benito Juárez,Entire home/apt,1100,2,2200
10669,Iztacalco,Entire home/apt,1000,4,4000
10670,Coyoacán,Private room,495,2,990
10671,Tlalpan,Private room,250,1,250
10672,Benito Juárez,Entire home/apt,1400,2,2800
10673,Cuauhtémoc,Entire home/apt,1001,1,1001
10674,Miguel Hidalgo,Entire home/apt,1719,2,3438
10675,Cuauhtémoc,Shared room,202,28,5656
10676,Cuauhtémoc,Private room,1428,1,1428
10677,Cuauhtémoc,Entire home/apt,2339,2,4678
10678,Cuajimalpa de Morelos,Entire home/apt,1100,2,2200
10679,Álvaro Obregón,Entire home/apt,951,2,1902
10680,Álvaro Obregón,Entire home/apt,1046,2,2092
10681,Cuauhtémoc,Private room,921,1,921
10682,Cuauhtémoc,Private room,399,7,2793
10683,Miguel Hidalgo,Entire home/apt,1100,1,1100
10684,Benito Juárez,Private room,325,3,975
10685,Coyoacán,Entire home/apt,997,2,1994
10686,Cuauhtémoc,Entire home/apt,3775,2,7550
10687,Cuauhtémoc,Entire home/apt,803,1,803
10688,Cuauhtémoc,Private room,331,1,331
10689,Cuauhtémoc,Entire home/apt,952,1,952
10690,Cuauhtémoc,Entire home/apt,604,1,604
10691,Miguel Hidalgo,Entire home/apt,900,7,6300
10692,Cuauhtémoc,Entire home/apt,1480,3,4440
10693,Coyoacán,Entire home/apt,672,2,1344
10694,Cuauhtémoc,Entire home/apt,943,3,2829
10695,Cuajimalpa de Morelos,Entire home/apt,2500,1,2500
10696,Álvaro Obregón,Private room,259,1,259
10697,Cuauhtémoc,Entire home/apt,980,1,980
10698,Cuauhtémoc,Entire home/apt,1000,3,3000
10699,Cuauhtémoc,Entire home/apt,1045,1,1045
10700,Miguel Hidalgo,Entire home/apt,1045,1,1045
10701,Cuauhtémoc,Entire home/apt,1000,1,1000
10702,Cuauhtémoc,Entire home/apt,1045,1,1045
10703,Cuauhtémoc,Private room,1475,1,1475
10704,Cuauhtémoc,Private room,1572,1,1572
10705,Cuauhtémoc,Shared room,200,28,5600
10706,Coyoacán,Private room,775,1,775
10707,Tlalpan,Entire home/apt,1000,1,1000
10708,Benito Juárez,Private room,418,2,836
10709,Cuauhtémoc,Private room,1475,1,1475
10710,Cuauhtémoc,Private room,1572,1,1572
10711,Cuauhtémoc,Private room,386,3,1158
10712,Venustiano Carranza,Entire home/apt,353,2,706
10713,Cuauhtémoc,Private room,380,29,11020
10714,Cuauhtémoc,Entire home/apt,1259,1,1259
10715,Cuauhtémoc,Entire home/apt,1000,2,2000
10716,Cuauhtémoc,Private room,1553,1,1553
10717,Cuauhtémoc,Private room,1475,1,1475
10718,Cuauhtémoc,Private room,1475,1,1475
10719,Álvaro Obregón,Private room,350,1,350
10720,Cuauhtémoc,Entire home/apt,1650,1,1650
10721,La Magdalena Contreras,Entire home/apt,899,1,899
10722,La Magdalena Contreras,Private room,5184,1,5184
10723,Cuauhtémoc,Private room,2394,1,2394
10724,Cuauhtémoc,Private room,2394,1,2394
10725,Coyoacán,Entire home/apt,659,1,659
10726,Cuauhtémoc,Private room,2394,1,2394
10727,Benito Juárez,Private room,357,2,714
10728,Cuauhtémoc,Private room,2394,1,2394
10729,Benito Juárez,Entire home/apt,1400,2,2800
10730,Cuauhtémoc,Entire home/apt,1342,1,1342
10731,Cuauhtémoc,Shared room,448,1,448
10732,La Magdalena Contreras,Private room,5782,1,5782
10733,La Magdalena Contreras,Private room,4232,1,4232
10734,Cuauhtémoc,Entire home/apt,1342,1,1342
10735,Cuauhtémoc,Entire home/apt,1335,1,1335
10736,Cuauhtémoc,Entire home/apt,1342,1,1342
10737,Cuauhtémoc,Entire home/apt,1473,1,1473
10738,Benito Juárez,Entire home/apt,1324,2,2648
10739,Cuauhtémoc,Entire home/apt,1400,1,1400
10740,Cuauhtémoc,Private room,408,2,816
10741,Álvaro Obregón,Entire home/apt,2500,2,5000
10742,Cuauhtémoc,Entire home/apt,1225,1,1225
10743,Cuauhtémoc,Entire home/apt,1315,1,1315
10744,Cuauhtémoc,Entire home/apt,1519,2,3038
10745,Cuauhtémoc,Entire home/apt,1400,1,1400
10746,Cuauhtémoc,Entire home/apt,1473,1,1473
10747,Cuauhtémoc,Entire home/apt,1614,2,3228
10748,Cuauhtémoc,Entire home/apt,3446,7,24122
10749,Benito Juárez,Entire home/apt,700,4,2800
10750,Cuauhtémoc,Entire home/apt,1473,1,1473
10751,Coyoacán,Private room,320,3,960
10752,Cuauhtémoc,Private room,464,2,928
10753,Cuauhtémoc,Entire home/apt,1240,1,1240
10754,Gustavo A. Madero,Entire home/apt,871,4,3484
10755,Cuauhtémoc,Entire home/apt,832,1,832
10756,Cuauhtémoc,Entire home/apt,1356,1,1356
10757,Cuauhtémoc,Entire home/apt,707,1,707
10758,Álvaro Obregón,Private room,800,2,1600
10759,Coyoacán,Private room,1259,999,1257741
10760,Miguel Hidalgo,Entire home/apt,1400,4,5600
10761,Coyoacán,Entire home/apt,890,1,890
10762,Cuauhtémoc,Shared room,200,28,5600
10763,Cuauhtémoc,Entire home/apt,1623,1,1623
10764,Cuauhtémoc,Entire home/apt,1346,1,1346
10765,Benito Juárez,Entire home/apt,818,1,818
10766,Miguel Hidalgo,Entire home/apt,800,21,16800
10767,Coyoacán,Entire home/apt,3500,1,3500
10768,Cuauhtémoc,Entire home/apt,995,3,2985
10769,Benito Juárez,Entire home/apt,1299,2,2598
10770,Cuauhtémoc,Entire home/apt,970,30,29100
10771,Miguel Hidalgo,Entire home/apt,2510,2,5020
10772,Benito Juárez,Private room,220,3,660
10773,Benito Juárez,Entire home/apt,779,2,1558
10774,Cuajimalpa de Morelos,Entire home/apt,666,1,666
10775,Cuauhtémoc,Private room,420,30,12600
10776,Benito Juárez,Entire home/apt,800,3,2400
10777,Miguel Hidalgo,Entire home/apt,1519,2,3038
10778,Cuauhtémoc,Entire home/apt,486,2,972
10779,Miguel Hidalgo,Entire home/apt,1500,3,4500
10780,Cuauhtémoc,Entire home/apt,932,2,1864
10781,Cuauhtémoc,Entire home/apt,1195,1,1195
10782,Miguel Hidalgo,Entire home/apt,1562,2,3124
10783,Cuauhtémoc,Entire home/apt,1324,1,1324
10784,Cuauhtémoc,Entire home/apt,1300,1,1300
10785,Cuauhtémoc,Private room,623,2,1246
10786,Benito Juárez,Private room,297,2,594
10787,Cuauhtémoc,Entire home/apt,2495,3,7485
10788,Miguel Hidalgo,Entire home/apt,1980,2,3960
10789,Álvaro Obregón,Entire home/apt,900,2,1800
10790,Benito Juárez,Entire home/apt,1953,1,1953
10791,Cuauhtémoc,Entire home/apt,1387,1,1387
10792,Benito Juárez,Entire home/apt,800,3,2400
10793,Coyoacán,Entire home/apt,1000,2,2000
10794,Iztapalapa,Entire home/apt,222,3,666
10795,Cuauhtémoc,Private room,1311,1,1311
10796,Miguel Hidalgo,Private room,399,5,1995
10797,Coyoacán,Private room,1259,999,1257741
10798,Cuauhtémoc,Entire home/apt,2617,3,7851
10799,Cuauhtémoc,Entire home/apt,848,1,848
10800,Miguel Hidalgo,Entire home/apt,993,3,2979
10801,Cuauhtémoc,Entire home/apt,1387,1,1387
10802,Cuauhtémoc,Entire home/apt,1387,1,1387
10803,Coyoacán,Entire home/apt,650,6,3900
10804,Coyoacán,Private room,4230,1,4230
10805,Cuajimalpa de Morelos,Shared room,2070,1,2070
10806,Cuauhtémoc,Entire home/apt,1006,1,1006
10807,Cuauhtémoc,Entire home/apt,1045,1,1045
10808,Cuauhtémoc,Private room,299,7,2093
10809,Benito Juárez,Entire home/apt,1214,1,1214
10810,Cuauhtémoc,Entire home/apt,1050,2,2100
10811,Cuauhtémoc,Entire home/apt,1006,1,1006
10812,Coyoacán,Private room,1399,999,1397601
10813,Cuauhtémoc,Entire home/apt,604,1,604
10814,Álvaro Obregón,Private room,300,1,300
10815,Cuauhtémoc,Entire home/apt,1228,1,1228
10816,Cuauhtémoc,Private room,1228,1,1228
10817,Cuauhtémoc,Private room,1228,1,1228
10818,Cuauhtémoc,Private room,1228,1,1228
10819,Cuauhtémoc,Entire home/apt,1129,1,1129
10820,Cuajimalpa de Morelos,Entire home/apt,1400,5,7000
10821,Venustiano Carranza,Entire home/apt,680,1,680
10822,Miguel Hidalgo,Entire home/apt,1054,2,2108
10823,Gustavo A. Madero,Entire home/apt,1664,2,3328
10824,Miguel Hidalgo,Entire home/apt,1195,5,5975
10825,Miguel Hidalgo,Entire home/apt,1195,5,5975
10826,Coyoacán,Private room,264,3,792
10827,Cuauhtémoc,Private room,440,1,440
10828,Cuauhtémoc,Private room,390,1,390
10829,Miguel Hidalgo,Entire home/apt,1195,5,5975
10830,Benito Juárez,Entire home/apt,1329,2,2658
10831,Cuauhtémoc,Private room,299,7,2093
10832,Cuauhtémoc,Entire home/apt,3644,2,7288
10833,Benito Juárez,Entire home/apt,1200,3,3600
10834,Miguel Hidalgo,Entire home/apt,1300,5,6500
10835,Cuauhtémoc,Private room,299,7,2093
10836,Miguel Hidalgo,Entire home/apt,1500,5,7500
10837,Benito Juárez,Entire home/apt,950,5,4750
10838,Benito Juárez,Entire home/apt,950,5,4750
10839,Cuauhtémoc,Entire home/apt,1849,2,3698
10840,Benito Juárez,Entire home/apt,1100,5,5500
10841,Tlalpan,Private room,750,1,750
10842,Benito Juárez,Entire home/apt,1100,5,5500
10843,Benito Juárez,Entire home/apt,1100,5,5500
10844,Venustiano Carranza,Private room,536,1,536
10845,Coyoacán,Private room,550,3,1650
10846,Miguel Hidalgo,Private room,1760,1,1760
10847,Cuauhtémoc,Private room,900,7,6300
10848,Cuauhtémoc,Entire home/apt,1836,2,3672
10849,Benito Juárez,Private room,336,2,672
10850,Benito Juárez,Private room,287,2,574
10851,Cuauhtémoc,Entire home/apt,1516,1,1516
10852,Benito Juárez,Private room,377,2,754
10853,Benito Juárez,Private room,367,2,734
10854,Álvaro Obregón,Entire home/apt,19247,2,38494
10855,Cuauhtémoc,Entire home/apt,29111,30,873330
10856,Miguel Hidalgo,Entire home/apt,1167,1,1167
10857,Cuauhtémoc,Entire home/apt,1256,1,1256
10858,Cuauhtémoc,Entire home/apt,950,2,1900
10859,Cuauhtémoc,Entire home/apt,1789,1,1789
10860,Miguel Hidalgo,Private room,450,2,900
10861,Coyoacán,Private room,215,1,215
10862,Cuauhtémoc,Entire home/apt,1009,1,1009
10863,Cuauhtémoc,Private room,450,1,450
10864,Benito Juárez,Entire home/apt,1111,3,3333
10865,Benito Juárez,Entire home/apt,1529,3,4587
10866,Cuauhtémoc,Entire home/apt,1046,1,1046
10867,Miguel Hidalgo,Entire home/apt,3500,2,7000
10868,Cuauhtémoc,Entire home/apt,1168,1,1168
10869,Miguel Hidalgo,Entire home/apt,1747,2,3494
10870,Coyoacán,Entire home/apt,522,1,522
10871,Tlalpan,Private room,600,1,600
10872,Cuauhtémoc,Entire home/apt,1700,2,3400
10873,Álvaro Obregón,Entire home/apt,1199,2,2398
10874,Cuauhtémoc,Entire home/apt,877,3,2631
10875,Coyoacán,Private room,250,1,250
10876,Cuauhtémoc,Entire home/apt,3850,1,3850
10877,Cuauhtémoc,Entire home/apt,857,2,1714
10878,Cuajimalpa de Morelos,Private room,900,2,1800
10879,Cuauhtémoc,Entire home/apt,2829,4,11316
10880,Miguel Hidalgo,Entire home/apt,851,1,851
10881,Benito Juárez,Entire home/apt,900,3,2700
10882,Cuajimalpa de Morelos,Entire home/apt,900,5,4500
10883,Cuauhtémoc,Entire home/apt,1586,10,15860
10884,Cuauhtémoc,Entire home/apt,389,2,778
10885,Venustiano Carranza,Private room,450,1,450
10886,Miguel Hidalgo,Entire home/apt,959,1,959
10887,Coyoacán,Entire home/apt,500,1,500
10888,Cuauhtémoc,Entire home/apt,956,1,956
10889,Coyoacán,Entire home/apt,1128,2,2256
10890,Cuauhtémoc,Entire home/apt,850,2,1700
10891,Miguel Hidalgo,Entire home/apt,876,1,876
10892,Miguel Hidalgo,Entire home/apt,866,1,866
10893,Miguel Hidalgo,Entire home/apt,871,1,871
10894,Coyoacán,Private room,628,2,1256
10895,Azcapotzalco,Private room,800,1,800
10896,Benito Juárez,Entire home/apt,3039,2,6078
10897,Venustiano Carranza,Private room,350,1,350
10898,Coyoacán,Entire home/apt,350,2,700
10899,Miguel Hidalgo,Entire home/apt,841,1,841
10900,Miguel Hidalgo,Entire home/apt,753,1,753
10901,Cuauhtémoc,Entire home/apt,1333,1,1333
10902,Benito Juárez,Private room,390,1,390
10903,Miguel Hidalgo,Entire home/apt,891,1,891
10904,Venustiano Carranza,Entire home/apt,351,2,702
10905,Miguel Hidalgo,Shared room,400,7,2800
10906,Cuauhtémoc,Entire home/apt,1701,1,1701
10907,Azcapotzalco,Entire home/apt,921,2,1842
10908,Miguel Hidalgo,Entire home/apt,470,2,940
10909,Tlalpan,Private room,600,1,600
10910,Cuauhtémoc,Entire home/apt,931,1,931
10911,Coyoacán,Entire home/apt,350,2,700
10912,Coyoacán,Entire home/apt,350,2,700
10913,Iztacalco,Entire home/apt,3580,2,7160
10914,Coyoacán,Entire home/apt,350,2,700
10915,Coyoacán,Entire home/apt,350,2,700
10916,Coyoacán,Entire home/apt,350,2,700
10917,Coyoacán,Entire home/apt,350,2,700
10918,Venustiano Carranza,Private room,580,1,580
10919,Cuauhtémoc,Entire home/apt,2495,3,7485
10920,Tlalpan,Entire home/apt,300,365,109500
10921,Benito Juárez,Entire home/apt,2070,1,2070
10922,Cuauhtémoc,Entire home/apt,1457,2,2914
10923,Coyoacán,Entire home/apt,5150,1,5150
10924,Cuauhtémoc,Entire home/apt,870,1,870
10925,Coyoacán,Entire home/apt,580,3,1740
10926,Cuauhtémoc,Private room,471,1,471
10927,Coyoacán,Entire home/apt,350,2,700
10928,Coyoacán,Entire home/apt,350,2,700
10929,Coyoacán,Entire home/apt,350,2,700
10930,Benito Juárez,Entire home/apt,1100,28,30800
10931,Álvaro Obregón,Entire home/apt,1200,2,2400
10932,Miguel Hidalgo,Entire home/apt,3144,1,3144
10933,Miguel Hidalgo,Entire home/apt,2343,1,2343
10934,Miguel Hidalgo,Entire home/apt,1650,3,4950
10935,Miguel Hidalgo,Private room,400,1,400
10936,Miguel Hidalgo,Entire home/apt,2500,3,7500
10937,Cuauhtémoc,Entire home/apt,420,2,840
10938,Cuauhtémoc,Entire home/apt,507,2,1014
10939,Benito Juárez,Entire home/apt,1063,28,29764
10940,Cuauhtémoc,Entire home/apt,1273,1,1273
10941,Cuauhtémoc,Entire home/apt,1261,3,3783
10942,Cuauhtémoc,Entire home/apt,2675,2,5350
10943,Cuauhtémoc,Entire home/apt,1771,1,1771
10944,Benito Juárez,Entire home/apt,1800,2,3600
10945,Tlalpan,Private room,205,1,205
10946,Cuauhtémoc,Entire home/apt,1589,2,3178
10947,Miguel Hidalgo,Entire home/apt,1060,1,1060
10948,La Magdalena Contreras,Private room,5500,6,33000
